id,group
1667321,B
1667326,B
1667415,B
1667445,B
1667551,B
1667552,B
1667718,B
1667726,B
1667737,B
1667818,B
1668041,A
1668055,B
1668157,A
1668164,A
1668172,A
1668326,B
1668445,A
1668452,A
1668478,A
1668552,A
1668693,B
1668710,A
1668712,A
1668741,B
1668758,A
1668762,A
1668867,B
1668884,B
1668892,A
1668896,A
1668913,B
1668915,A
1668932,B
1669093,B
1669180,B
1669206,B
1669274,A
1669345,A
1669358,B
1669420,B
1669483,B
1669556,B
1669948,B
1670044,A
1670052,A
1670086,A
1670117,A
1670265,B
1670285,B
1670287,B
1670970,B
1670997,A
1671002,B
1671004,A
1671111,B
1671134,A
1671228,B
1671333,A
1671449,B
1671604,A
1671724,A
1671749,A
1671760,B
1671857,B
1671925,B
1672005,B
1672063,A
1672068,B
1672131,A
1672132,A
1672160,B
1672168,A
1672170,A
1672200,B
1672636,B
1672655,B
1672659,A
1672670,B
1672672,B
1672696,B
1672701,B
1672713,B
1672717,A
1672830,B
1672985,B
1673101,A
1673102,B
1673167,B
1673171,B
1673219,A
1673464,A
1673504,A
1673564,B
1673807,A
1673859,A
1674034,B
1674088,A
1674109,B
1674207,B
1674290,B
1674306,B
1674310,B
1674313,B
1674402,B
1674412,A
1674415,A
1674482,B
1674735,B
1675054,B
1675087,B
1675096,A
1675409,A
1675511,A
1675614,B
1675670,A
1675737,A
1675756,B
1675761,A
1675797,B
1676075,A
1676263,B
1676292,A
1676350,A
1676361,B
1676395,B
1676429,A
1676430,B
1676434,B
1676478,A
1676486,B
1676509,A
1676673,A
1676767,A
1677021,A
1677068,A
1677093,A
1677212,A
1677219,B
1677220,B
1677227,B
1677260,A
1677267,B
1677322,A
1677335,A
1677398,B
1677442,B
1677551,A
1677583,A
1677658,B
1677669,B
1677871,A
1678040,B
1678111,A
1678114,B
1678120,A
1678121,A
1678136,A
1678137,B
1678154,A
1678158,B
1678178,B
1678291,B
1678393,A
1678478,A
1678487,A
1678538,A
1678545,B
1678554,B
1678556,A
1678756,A
1678764,B
1678769,B
1678772,B
1678796,A
1678821,A
1678858,B
1678926,A
1679024,B
1679039,A
1679050,B
1679059,B
1679096,A
1679131,A
1679180,B
1679400,A
1679484,B
1679491,A
1679502,A
1679758,B
1679859,B
1679870,A
1679875,A
1679892,B
1679894,B
1679895,A
1680026,A
1680032,A
1680062,B
1680104,B
1680105,A
1680107,B
1680141,A
1680148,B
1680204,A
1680211,B
1680230,B
1680243,B
1680269,B
1680290,B
1680294,B
1680328,A
1680345,A
1680444,B
1680452,B
1680478,B
1680502,A
1680526,B
1680527,A
1680578,A
1680796,B
1680800,A
1680832,A
1680865,B
1680870,A
1680897,B
1680902,B
1680910,B
1680971,B
1680972,B
1680990,B
1681002,B
1681068,A
1681084,A
1681119,B
1681194,B
1681288,B
1681307,B
1681393,B
1681396,B
1681760,A
1681803,A
1681842,B
1681972,A
1681982,B
1681983,B
1682114,B
1682127,B
1682131,B
1682157,A
1682395,B
1682426,A
1682434,A
1682436,A
1682441,B
1682467,B
1682470,A
1682493,A
1682532,B
1682613,A
1682658,A
1682793,B
1682962,A
1682977,A
1682993,A
1683077,B
1683078,B
1683192,B
1683285,B
1683435,A
1683478,A
1683589,A
1683600,B
1683606,B
1683630,B
1683631,A
1683633,A
1683657,A
1683669,B
1683690,A
1683702,B
1683717,A
1683734,B
1683746,A
1683803,A
1683917,A
1683920,A
1683969,A
1683985,B
1684239,A
1684307,A
1684369,B
1684415,B
1684425,A
1684462,B
1684470,B
1684767,A
1684774,B
1684890,A
1684951,A
1684964,B
1684996,A
1685039,A
1685106,B
1685113,B
1685132,B
1685161,B
1685162,B
1685234,B
1685326,A
1685408,A
1685451,A
1685474,A
1685639,A
1685662,B
1685700,A
1685706,A
1685750,B
1685756,B
1685760,B
1685781,B
1685797,B
1685878,B
1685891,B
1685923,B
1685936,B
1685955,B
1685978,B
1686126,A
1686375,B
1686452,B
1686467,B
1686476,A
1686509,A
1686562,A
1686570,B
1686623,B
1686653,A
1686675,B
1686895,A
1687094,A
1687113,A
1687120,B
1687151,B
1687164,A
1687169,B
1687171,B
1687177,A
1687185,B
1687268,B
1687422,A
1687445,B
1687446,A
1687450,B
1687455,B
1687592,A
1687610,B
1687868,B
1687877,B
1687918,A
1688011,B
1688172,B
1688222,A
1688226,A
1688242,B
1688258,B
1688283,A
1688293,B
1688366,A
1688379,A
1688382,B
1688386,B
1688485,A
1688872,B
1688965,B
1688968,B
1688971,B
1689000,A
1689173,B
1689178,A
1689184,B
1689225,A
1689289,A
1689292,A
1689309,B
1689312,A
1689603,B
1689607,B
1689743,A
1689760,A
1689772,B
1689819,A
1690145,A
1690150,A
1690158,A
1690159,A
1690172,B
1690185,A
1690186,B
1690194,A
1690198,B
1690299,A
1690327,B
1690393,B
1690461,A
1690544,A
1690635,A
1690638,A
1690658,B
1690667,A
1690676,B
1690684,A
1690685,B
1690763,A
1690789,A
1690961,B
1691132,B
1691360,B
1691412,B
1691530,B
1691619,B
1691690,A
1691717,A
1691849,B
1691868,B
1691925,B
1691929,A
1691948,B
1691969,B
1691988,B
1692001,A
1692054,B
1692063,B
1692113,B
1692124,B
1692156,B
1692159,A
1692213,B
1692256,B
1692275,A
1692279,A
1692286,A
1692317,B
1692344,B
1692352,A
1692373,B
1692387,B
1692390,B
1692486,B
1692579,B
1692597,A
1692764,B
1692818,B
1692855,A
1692900,B
1693093,A
1693121,B
1693143,B
1693179,B
1693261,B
1693420,B
1693442,B
1693465,B
1693470,A
1693476,B
1693502,B
1693512,A
1693598,B
1693677,A
1693682,B
1693704,A
1693717,A
1693721,A
1693803,A
1693837,A
1693841,A
1693846,A
1693868,A
1693881,B
1693887,A
1693889,B
1693911,B
1693935,A
1694172,A
1694214,B
1694215,B
1694247,A
1694252,A
1694306,A
1694308,B
1694329,B
1694360,A
1694451,A
1694459,A
1694499,B
1694515,B
1694519,B
1694540,A
1694549,B
1694760,A
1694796,B
1694888,A
1695002,B
1695124,A
1695128,B
1695134,A
1695136,A
1695140,A
1695148,B
1695151,A
1695157,A
1695158,A
1695163,A
1695165,A
1695167,A
1695169,A
1695182,A
1695185,B
1695207,A
1695213,B
1695222,A
1695230,B
1695232,A
1695237,B
1695244,A
1695248,A
1695269,A
1695284,A
1695302,A
1695306,A
1695310,B
1695311,A
1695315,A
1695335,B
1695346,B
1695375,A
1695397,B
1695400,A
1695406,A
1695410,A
1695414,A
1695433,A
1695474,A
1695483,A
1695501,B
1695561,B
1695573,B
1695617,B
1695629,B
1695649,B
1695683,B
1695853,A
1695868,A
1695893,B
1695894,A
1695895,A
1695925,A
1696152,B
1696247,A
1696323,A
1696329,A
1696330,B
1696336,A
1696367,A
1696434,B
1696447,B
1696580,B
1696640,B
1696661,A
1696687,B
1696698,A
1696809,B
1696894,A
1696985,A
1696989,A
1697012,A
1697137,A
1697414,B
1697436,B
1697437,A
1697479,A
1697511,B
1697558,B
1697575,A
1697633,B
1697674,B
1697681,A
1697709,A
1697745,A
1697798,B
1697867,A
1697912,A
1697964,B
1697975,A
1698242,B
1698265,A
1698449,B
1698487,B
1698561,B
1698563,A
1698621,A
1698696,B
1698810,A
1698826,B
1698953,B
1698988,B
1699007,A
1699034,B
1699120,B
1699125,A
1699138,B
1699320,A
1699366,B
1699373,B
1699375,A
1699549,A
1699562,A
1699625,B
1699718,B
1699758,A
1699848,B
1700276,B
1700282,B
1700333,B
1700427,A
1700457,B
1700508,A
1700530,B
1700545,B
1700715,A
1700724,A
1700747,A
1700788,A
1700790,A
1700821,B
1700829,A
1700831,A
1700846,A
1700861,A
1700886,A
1700897,A
1700925,A
1700932,A
1700993,A
1701107,B
1701114,A
1701166,A
1701241,B
1701289,B
1701299,A
1701308,A
1701315,B
1701328,B
1701336,A
1701347,A
1701463,B
1701483,B
1701506,A
1701536,A
1701550,A
1701655,A
1701658,B
1701701,A
1701737,B
1701738,A
1701753,A
1701777,A
1701810,B
1701816,A
1701895,B
1701996,B
1702003,A
1702005,B
1702014,A
1702018,B
1702029,A
1702035,A
1702042,B
1702084,A
1702248,B
1702253,B
1702272,A
1702283,A
1702287,B
1702295,B
1702567,A
1702701,B
1702723,B
1702786,A
1702844,B
1702852,A
1702996,B
1703061,A
1703064,A
1703263,B
1703353,A
1703491,B
1703562,B
1703647,A
1703661,A
1703686,B
1703691,A
1703894,B
1703953,A
1704005,B
1704007,A
1704037,A
1704117,A
1704204,A
1704208,A
1704239,B
1704385,A
1704402,A
1704463,A
1704492,B
1704613,B
1704698,A
1704757,B
1704769,B
1704776,A
1704856,B
1704863,A
1704864,B
1704877,B
1704905,B
1704909,A
1704970,A
1704992,B
1705066,B
1705077,B
1705158,B
1705174,B
1705213,B
1705215,A
1705302,A
1705320,A
1705391,B
1705449,A
1705463,A
1705693,A
1705963,B
1705978,A
1706058,A
1706061,A
1706106,A
1706167,A
1706207,A
1706224,A
1706230,B
1706314,B
1706379,A
1706461,B
1706515,B
1706624,B
1706713,A
1706724,A
1706733,B
1706793,A
1706799,A
1706850,A
1706881,B
1706920,A
1706932,A
1706963,B
1706974,B
1706982,A
1707114,A
1707117,B
1707169,A
1707201,B
1707215,B
1707233,A
1707237,A
1707240,A
1707255,B
1707375,A
1707417,A
1707479,A
1707506,A
1707585,B
1707593,A
1707625,B
1707698,A
1707735,A
1707750,B
1707862,B
1707875,B
1707882,A
1707941,A
1707945,B
1708118,B
1708135,B
1708164,B
1708168,A
1708197,B
1708354,B
1708361,A
1708362,A
1708415,B
1708610,A
1708641,B
1708660,B
1708688,B
1708713,B
1708770,A
1708781,A
1708798,B
1708878,A
1708911,A
1708914,B
1709082,A
1709099,A
1709167,A
1709174,B
1709191,A
1709213,A
1709232,B
1709251,A
1709333,A
1709335,B
1709339,A
1709356,A
1709368,B
1709378,A
1709403,B
1709416,B
1709435,A
1709446,B
1709459,A
1709562,A
1709565,B
1709745,A
1709826,B
1709891,A
1709928,A
1709935,B
1709937,A
1709969,B
1710010,B
1710104,B
1710129,A
1710211,B
1710629,B
1710665,B
1710740,B
1710862,B
1710892,B
1710901,B
1710977,B
1711015,A
1711022,A
1711128,B
1711133,B
1711156,B
1711252,B
1711266,B
1711277,A
1711305,A
1711315,A
1711333,A
1711585,B
1711682,B
1711761,A
1711966,A
1711971,A
1712065,A
1712082,A
1712177,A
1712182,A
1712192,B
1712201,A
1712237,B
1712284,B
1712300,A
1712481,B
1712534,B
1712537,A
1712558,A
1712587,B
1712603,A
1712682,A
1712747,A
1712816,A
1712823,B
1712839,B
1713031,B
1713071,A
1713094,B
1713143,B
1713151,B
1713217,A
1713304,A
1713316,B
1713334,A
1713348,B
1713362,B
1713372,A
1713409,B
1713416,A
1713537,B
1713538,B
1713687,B
1713694,B
1713722,B
1713725,B
1713735,B
1713778,A
1713817,A
1713829,B
1713882,A
1714081,B
1714126,A
1714174,A
1714246,A
1714269,B
1714289,B
1714377,A
1714489,B
1714521,B
1714877,B
1714914,B
1714936,A
1714947,B
1714951,A
1714989,A
1715034,A
1715057,A
1715074,B
1715086,A
1715120,B
1715128,B
1715144,B
1715178,B
1715240,B
1715244,A
1715246,B
1715252,A
1715257,B
1715259,A
1715272,B
1715275,A
1715286,A
1715294,B
1715298,B
1715299,A
1715304,B
1715308,A
1715350,B
1715357,B
1715362,A
1715366,A
1715386,A
1715395,A
1715414,B
1715418,B
1715522,B
1715554,A
1715795,B
1715898,A
1715922,B
1715931,A
1715943,B
1715962,A
1716017,B
1716088,A
1716145,B
1716313,B
1716340,B
1716373,B
1716478,A
1716590,A
1716890,B
1716958,A
1716969,B
1716992,B
1717100,A
1717113,B
1717170,B
1717174,B
1717204,B
1717238,A
1717249,B
1717252,A
1717669,B
1717845,A
1717849,A
1717871,B
1717876,A
1718052,B
1718060,A
1718095,A
1718103,A
1718176,A
1718462,B
1718469,B
1718544,A
1718580,A
1718619,A
1718661,A
1718686,B
1719011,B
1719654,B
1719803,B
1719811,B
1719820,A
1719851,A
1719857,B
1719878,B
1719904,A
1719944,B
1719992,B
1719997,B
1720105,A
1720107,B
1720119,B
1720151,A
1720180,B
1720217,B
1720300,A
1720396,B
1720417,A
1720427,B
1720486,B
1720511,A
1720580,A
1720598,B
1720633,B
1720661,A
1720667,B
1720693,A
1720701,A
1720758,B
1720789,B
1720830,B
1720840,A
1720851,A
1720856,B
1720873,A
1720886,A
1721039,B
1721056,B
1721074,A
1721183,A
1721185,B
1721196,B
1721199,A
1721217,B
1721240,A
1721354,B
1721374,A
1721404,B
1721406,B
1721422,B
1721427,B
1721431,A
1721452,B
1721462,A
1721489,A
1721508,A
1721516,A
1721518,A
1721539,B
1721599,B
1721657,B
1721728,B
1721806,A
1721885,A
1721910,B
1721922,A
1721936,A
1722131,A
1722219,A
1722265,B
1722275,A
1722304,B
1722369,A
1722410,B
1722418,B
1722430,B
1722533,A
1722552,A
1722615,B
1722634,A
1722641,A
1722642,B
1722645,B
1722651,B
1722662,B
1722691,B
1722699,B
1722720,A
1722721,B
1722736,B
1722762,A
1722769,A
1722927,A
1723147,B
1723167,B
1723184,A
1723202,A
1723253,B
1723259,B
1723264,A
1723287,A
1723340,A
1723396,A
1723407,B
1723420,B
1723464,A
1723513,B
1723544,A
1723564,B
1723568,A
1723569,A
1723573,A
1723579,A
1723593,A
1723603,A
1723605,B
1723611,A
1723615,A
1723805,B
1723944,A
1723981,B
1724081,A
1724326,A
1724429,A
1724444,A
1724460,B
1724478,A
1724615,B
1724620,B
1724675,A
1724750,B
1724794,A
1724808,B
1725028,B
1725099,A
1725253,A
1725649,A
1725651,A
1725781,A
1725788,B
1725851,A
1725920,A
1725926,A
1726505,A
1726636,A
1726776,A
1726946,A
1726955,A
1726968,B
1727198,B
1727199,A
1727200,B
1727254,A
1727296,B
1727298,A
1727317,B
1727324,B
1727335,B
1727461,B
1727636,B
1727638,A
1727658,B
1727665,A
1727756,A
1727771,A
1728044,B
1728054,A
1728058,B
1728090,B
1728109,A
1728111,A
1728116,B
1728161,B
1728166,A
1728195,A
1728200,A
1728240,A
1728263,A
1728272,B
1728282,B
1728312,B
1728319,A
1728344,A
1728495,B
1728522,B
1728609,A
1728637,B
1728920,B
1728924,B
1728942,B
1729043,B
1729090,A
1729094,B
1729154,A
1729232,A
1729252,A
1729326,A
1729367,B
1729565,A
1729634,B
1729636,A
1729638,A
1729659,B
1729757,A
1729905,B
1729929,A
1730007,B
1730018,A
1730025,B
1730078,A
1730183,B
1730233,B
1730238,A
1730240,A
1730520,B
1730720,B
1730722,A
1730728,B
1730763,B
1730931,B
1730935,B
1730961,B
1730963,B
1730964,B
1731016,A
1731042,B
1731046,B
1731049,B
1731057,A
1731062,A
1731066,B
1731149,B
1731185,A
1731226,A
1731319,B
1731329,B
1731330,B
1731335,B
1731404,A
1731440,B
1731455,B
1731599,B
1731633,A
1731931,A
1731960,B
1732009,B
1732021,B
1732028,B
1732107,A
1732122,B
1732154,B
1732160,B
1732175,B
1732179,A
1732212,B
1732213,A
1732222,B
1732244,B
1732332,B
1732512,B
1732635,A
1732813,A
1733028,B
1733071,A
1733101,A
1733139,B
1733154,B
1733180,A
1733201,A
1733204,A
1733216,B
1733217,A
1733227,B
1733259,B
1733451,A
1733498,A
1733521,B
1733532,A
1733538,B
1733548,B
1733550,A
1733590,A
1733614,B
1733622,A
1733643,A
1733767,A
1733811,B
1733817,B
1733825,A
1733839,B
1733861,A
1733887,B
1733911,A
1733990,A
1733998,B
1734099,A
1734164,A
1734196,B
1734271,B
1734292,B
1734385,B
1734486,A
1734577,A
1734613,A
1734638,A
1734657,A
1734661,B
1734674,A
1734701,A
1734706,A
1734770,A
1734779,B
1734791,A
1734794,A
1734802,B
1734809,B
1734865,B
1734880,B
1735015,B
1735021,A
1735056,A
1735079,B
1735113,A
1735213,A
1735229,A
1735233,A
1735268,B
1735294,A
1735339,A
1735342,B
1735378,B
1735392,B
1735400,A
1735408,A
1735426,B
1735429,A
1735434,A
1735435,B
1735450,A
1735458,A
1735464,A
1735466,A
1735476,A
1735484,A
1735497,A
1735504,A
1735531,A
1735534,B
1735794,B
1735854,A
1735891,B
1735945,B
1735946,B
1735952,A
1736112,B
1736170,B
1736484,A
1736500,B
1736530,B
1736933,A
1736937,A
1737076,A
1737144,A
1737161,A
1737167,B
1737178,B
1737196,B
1737200,B
1737210,A
1737236,A
1737543,B
1737582,A
1737595,B
1737607,A
1737637,A
1737647,A
1737670,A
1737681,B
1737715,B
1737822,A
1737833,B
1737937,A
1737943,A
1737965,B
1737966,A
1737981,B
1737985,B
1738082,A
1738123,A
1738133,A
1738157,A
1738159,B
1738183,A
1738186,A
1738225,B
1738316,B
1738431,B
1738450,B
1738455,B
1738460,B
1738492,A
1738542,B
1738596,A
1738782,B
1738812,A
1738820,B
1738962,B
1739018,B
1739130,A
1739174,A
1739207,B
1739244,A
1739250,B
1739261,B
1739325,B
1739329,A
1739369,A
1739383,B
1739401,A
1739408,B
1739436,B
1739442,A
1739443,B
1739454,B
1739456,B
1739457,B
1739469,A
1739491,A
1739495,B
1739500,A
1739503,B
1739507,B
1739510,B
1739534,B
1739622,B
1739647,A
1739665,A
1739670,A
1739721,A
1739769,B
1739779,B
1739799,A
1739950,A
1739974,B
1739983,B
1740005,A
1740017,A
1740118,B
1740282,A
1740464,B
1740740,B
1740742,A
1740746,A
1740767,B
1740837,A
1740846,A
1740856,B
1740928,A
1740952,B
1740978,B
1741016,B
1741068,A
1741075,A
1741190,A
1741251,B
1741265,A
1741289,A
1741304,B
1741307,B
1741343,A
1741344,A
1741346,B
1741635,B
1741900,B
1741926,A
1741972,A
1742029,B
1742045,B
1742053,A
1742079,A
1742083,B
1742094,B
1742101,A
1742103,B
1742109,B
1742111,B
1742307,A
1742349,B
1742374,A
1742393,A
1742445,B
1742464,B
1742535,B
1742576,A
1742652,A
1742659,B
1742662,A
1742685,A
1742733,B
1742734,B
1742746,B
1742749,A
1742875,B
1742889,B
1742894,B
1742924,A
1742942,B
1743097,B
1743151,B
1743186,B
1743196,A
1743230,B
1743355,B
1743531,A
1743613,A
1743638,A
1743733,B
1743754,B
1743758,A
1743783,B
1743801,B
1743870,B
1743873,A
1743901,B
1743965,B
1744006,A
1744055,A
1744138,A
1744230,B
1744240,A
1744249,A
1744259,A
1744271,A
1744277,B
1744278,A
1744279,B
1744287,A
1744300,A
1744351,B
1744393,B
1744402,A
1744411,A
1744435,A
1744442,A
1744445,B
1744450,A
1744470,B
1744551,B
1744588,A
1744597,B
1744614,B
1744669,B
1744824,B
1744830,B
1744998,B
1745031,B
1745124,B
1745184,B
1745220,A
1745336,B
1745436,A
1745493,A
1745514,B
1745529,B
1745635,B
1745768,B
1745774,A
1745865,B
1745882,B
1745902,B
1745914,A
1745972,B
1746043,B
1746287,A
1746353,B
1746366,A
1746376,B
1746406,B
1746417,B
1746455,B
1746457,A
1746579,B
1746765,A
1746833,A
1746943,A
1746956,A
1746965,B
1746996,B
1747069,A
1747123,A
1747254,A
1747269,B
1747316,A
1747644,A
1747658,B
1747670,A
1747707,A
1747738,A
1747764,A
1747921,A
1748221,B
1748242,A
1748302,A
1748433,A
1748447,B
1748754,B
1748786,B
1748810,B
1748837,B
1749040,A
1749077,A
1749080,A
1749144,A
1749146,A
1749178,B
1749196,A
1749212,B
1749224,B
1749225,B
1749237,A
1749248,B
1749266,B
1749348,B
1749376,B
1749408,B
1749432,A
1749433,A
1749461,A
1749464,B
1749466,A
1749471,A
1749477,B
1749499,A
1749523,B
1749690,B
1749797,A
1749828,A
1749864,B
1749893,B
1749902,B
1749915,A
1749938,A
1749943,A
1749992,B
1750031,A
1750052,A
1750091,B
1750169,A
1750427,A
1750433,B
1750445,B
1750758,A
1750759,B
1750784,B
1750802,B
1750803,B
1750805,B
1750808,B
1750810,B
1750816,B
1750965,A
1750990,A
1751117,B
1751128,A
1751146,A
1751157,B
1751207,A
1751214,B
1751230,A
1751232,A
1751292,A
1751361,A
1751384,A
1751436,A
1751449,A
1751634,B
1751663,A
1751673,B
1751688,B
1751870,A
1751883,A
1751913,A
1751969,B
1752071,B
1752074,A
1752289,B
1752311,B
1752363,B
1752377,A
1752410,A
1752593,A
1752857,B
1752888,B
1752964,B
1753003,A
1753036,B
1753060,B
1753082,A
1753098,A
1753169,B
1753202,A
1753209,A
1753212,A
1753248,B
1753408,B
1753439,A
1753551,B
1753559,B
1753579,A
1753586,B
1753597,B
1753598,B
1753603,A
1753610,B
1753620,A
1753724,A
1753871,B
1754005,B
1754059,B
1754175,A
1754311,A
1754362,B
1754432,A
1754487,A
1754641,B
1754760,B
1754777,B
1754788,A
1754796,A
1754951,B
1755085,B
1755089,B
1755225,B
1755399,B
1755401,A
1755467,A
1755519,A
1755584,B
1755601,A
1755662,A
1755683,B
1755684,A
1755689,A
1755718,B
1755720,B
1755725,A
1755760,B
1755767,A
1755802,B
1755842,B
1755955,A
1755988,B
1756018,A
1756194,A
1756208,B
1756257,A
1756275,A
1756314,A
1756325,A
1756355,B
1756380,B
1756388,A
1756390,A
1756415,B
1756422,A
1756455,A
1756457,A
1756463,A
1756802,B
1756819,B
1756911,B
1756938,B
1757033,A
1757061,B
1757081,B
1757085,B
1757152,A
1757185,B
1757276,B
1757430,A
1757460,B
1757480,A
1757486,A
1757519,A
1757541,A
1758041,B
1758109,A
1758179,A
1758358,B
1758420,A
1758433,B
1758619,B
1758627,A
1758663,B
1758665,B
1758666,B
1758669,B
1758672,B
1758787,A
1758817,A
1758930,B
1758988,B
1758990,A
1759142,A
1759271,B
1759281,B
1759298,A
1759327,B
1759395,B
1759429,B
1759458,A
1759459,B
1759462,A
1759573,B
1759786,A
1759795,B
1760021,A
1760027,B
1760033,B
1760088,B
1760089,A
1760094,A
1760095,A
1760097,A
1760127,A
1760149,B
1760249,B
1760279,A
1760321,A
1760331,B
1760341,A
1760343,B
1760431,A
1760439,A
1760593,A
1760604,A
1760612,B
1760635,A
1760678,B
1760713,A
1760741,B
1760744,B
1760778,B
1760780,A
1760786,B
1760919,A
1761085,A
1761366,B
1761478,B
1761505,A
1761587,B
1761686,A
1761893,A
1761911,B
1761918,B
1761924,A
1761989,B
1761999,B
1762005,B
1762023,A
1762050,A
1762055,B
1762090,B
1762123,B
1762130,B
1762296,A
1762312,B
1762424,A
1762468,A
1762475,A
1762526,B
1762542,A
1762559,A
1762561,A
1762592,A
1762622,A
1762632,B
1762676,A
1762689,A
1762711,B
1762752,B
1762753,B
1762763,A
1762782,B
1762819,A
1762865,B
1762869,A
1762887,A
1762897,B
1762907,A
1762913,A
1762915,B
1762943,B
1762957,B
1762958,B
1762963,B
1762967,A
1762971,B
1763101,B
1763193,B
1763195,A
1763223,B
1763426,A
1763467,B
1763468,A
1763470,B
1763472,A
1763474,B
1763490,A
1763524,A
1763525,B
1763528,A
1763536,A
1763553,A
1763558,B
1763562,A
1763570,A
1763800,B
1763801,A
1763873,A
1763883,B
1763885,A
1763913,B
1763927,B
1763933,B
1764223,B
1764234,A
1764344,B
1764346,B
1764377,A
1764387,A
1764388,B
1764389,A
1764527,A
1764529,B
1764538,B
1764546,A
1764606,A
1764655,A
1764706,B
1764979,B
1765088,A
1765223,B
1765394,A
1765408,B
1765423,A
1765434,B
1765436,A
1765449,A
1765512,A
1765519,A
1765523,B
1765525,B
1765526,B
1765530,A
1765533,A
1765534,A
1765548,A
1765550,A
1765551,B
1765575,A
1765607,B
1765619,B
1765623,A
1765628,B
1765632,A
1765636,A
1765760,A
1765946,B
1765987,A
1766008,B
1766018,A
1766040,A
1766081,A
1766094,B
1766103,B
1766111,B
1766112,A
1766120,A
1766226,B
1766336,A
1766348,A
1766458,A
1766480,B
1766496,B
1766590,A
1766615,B
1766725,B
1766742,A
1766746,A
1766815,B
1766847,B
1766857,A
1767042,B
1767049,A
1767098,B
1767104,A
1767113,A
1767117,B
1767119,A
1767233,A
1767247,B
1767280,B
1767348,B
1767364,A
1767370,B
1767407,A
1767454,A
1767499,A
1767592,A
1767618,A
1767631,A
1767645,B
1767646,B
1767657,B
1767663,B
1767666,B
1767681,A
1767682,B
1767694,A
1767702,A
1767737,A
1767749,B
1767937,A
1767985,B
1768002,B
1768007,A
1768024,A
1768038,B
1768167,A
1768178,B
1768234,B
1768268,A
1768281,A
1768346,B
1768425,B
1768562,A
1768728,A
1768788,B
1768799,A
1768817,B
1768821,B
1768834,B
1768838,A
1768841,B
1768973,A
1769045,A
1769228,B
1769326,A
1769338,B
1769387,B
1769397,A
1769411,A
1769442,A
1769523,A
1769538,B
1769550,B
1769568,B
1769572,B
1769617,A
1769774,A
1769869,A
1770145,A
1770358,A
1770374,A
1770483,B
1770491,A
1770540,B
1770624,A
1770629,A
1770660,A
1770932,A
1770956,A
1770966,B
1771173,B
1771287,B
1771402,B
1771427,B
1771452,B
1771459,A
1771462,B
1771464,B
1771476,B
1771480,B
1771500,A
1771524,B
1771544,B
1771741,B
1771843,B
1771875,A
1771912,A
1771929,B
1771933,A
1771946,B
1771977,B
1772051,A
1772059,A
1772118,B
1772140,A
1772147,A
1772673,B
1772694,B
1772723,B
1772729,B
1772736,A
1772839,B
1772845,B
1772883,B
1772922,A
1772979,A
1773028,A
1773072,A
1773115,A
1773134,B
1773275,A
1773291,A
1773296,A
1773308,B
1773337,B
1773352,B
1773396,B
1773401,B
1773460,B
1773473,A
1773488,A
1773490,A
1773493,A
1773542,B
1773547,A
1773549,B
1773550,A
1773552,A
1773575,A
1773592,B
1773618,B
1773629,B
1773637,B
1773689,A
1773698,A
1773719,B
1773742,B
1773791,A
1773809,A
1773880,B
1773896,A
1773906,B
1773921,B
1774030,A
1774054,A
1774071,B
1774136,B
1774187,B
1774238,B
1774249,B
1774258,A
1774265,B
1774339,A
1774399,A
1774481,A
1774485,A
1774497,A
1774606,B
1774610,A
1774620,B
1774674,B
1774739,A
1774829,A
1775327,A
1775397,A
1775399,A
1775464,A
1775687,A
1775692,A
1775703,A
1775704,B
1775705,A
1775718,B
1775724,A
1775737,A
1775740,B
1775741,A
1775788,A
1775819,B
1776020,A
1776025,A
1776103,A
1776122,A
1776302,A
1776318,B
1776340,B
1776558,B
1776572,B
1776749,B
1776756,B
1776815,B
1776834,A
1776836,A
1776842,B
1776856,B
1777044,A
1777050,B
1777103,B
1777170,A
1777197,B
1777200,B
1777346,B
1777347,A
1777384,A
1777418,A
1777431,A
1777453,A
1777463,B
1777470,B
1777512,A
1777556,A
1777578,B
1777665,A
1777670,B
1777673,B
1777693,B
1777703,A
1777734,B
1777745,A
1777754,B
1777763,A
1777886,B
1777896,A
1777903,A
1777907,A
1777912,A
1777916,B
1777926,B
1777941,B
1777947,A
1777950,A
1777955,A
1777960,A
1777964,B
1777981,A
1778004,B
1778049,B
1778056,B
1778339,B
1778482,A
1778661,A
1778749,B
1778797,B
1778895,A
1778899,A
1778967,B
1779028,A
1779029,B
1779053,A
1779091,B
1779116,B
1779134,B
1779259,A
1779268,B
1779271,B
1779276,B
1779286,A
1779293,A
1779728,A
1779753,A
1779760,B
1779855,A
1779862,B
1779891,A
1779893,A
1779917,B
1779929,B
1779978,B
1780005,B
1780007,B
1780009,B
1780043,B
1780061,B
1780081,A
1780149,B
1780196,B
1780213,A
1780243,A
1780387,B
1780389,B
1780396,B
1780496,A
1780499,A
1780518,A
1780529,B
1780600,B
1780674,B
1780711,A
1780753,A
1780850,A
1781009,B
1781193,A
1781277,A
1781278,A
1781281,B
1781366,A
1781412,A
1781480,B
1781541,B
1781610,B
1781721,A
1781857,B
1781873,B
1781963,B
1782000,A
1782013,A
1782093,B
1782101,B
1782304,B
1782369,A
1782399,B
1782403,A
1782410,A
1782439,B
1782656,A
1782761,A
1782970,B
1783037,A
1783044,B
1783173,B
1783273,B
1783277,B
1783368,B
1783422,A
1783444,A
1783461,B
